0.789592,0.603599,0.447134
0.111393,0.653905,0.345247
0.896718,0.512995,0.009887
0.255888,0.413704,0.246280
0.532924,0.299292,0.430609
0.027766,0.618097,0.809556
0.789049,0.603031,0.940472
0.336789,0.737529,0.846654
0.547197,0.189443,0.063305
0.443660,0.990194,0.203220
0.721088,0.552162,0.446251
0.186712,0.151022,0.654328
0.026115,0.123701,0.776708
0.400786,0.022648,0.076470
0.131080,0.785630,0.918496
0.208392,0.687476,0.576886
0.883277,0.877613,0.047614
0.395316,0.947381,0.702235
0.863525,0.639266,0.331663
0.894478,0.295422,0.341483
0.825986,0.062110,0.064556
0.802369,0.908292,0.252761
0.935956,0.789136,0.249010
0.520686,0.250572,0.500593
0.758116,0.524472,0.519549
0.947767,0.080071,0.923549
0.703754,0.921745,0.412352
0.995563,0.181469,0.144818
0.675729,0.337812,0.655589
0.253977,0.484544,0.933661
0.774801,0.234162,0.108150
0.306716,0.916278,0.349020
0.451249,0.705686,0.352934
0.053789,0.320056,0.863657
0.444106,0.654958,0.983037
0.922658,0.400169,0.961975
0.610013,0.918192,0.986660
0.852305,0.690612,0.161821
0.863770,0.120105,0.863784
0.936723,0.689802,0.621842
0.672942,0.854299,0.669220
0.872064,0.433332,0.553939
0.218184,0.861313,0.126860
0.898499,0.966643,0.937871
0.326213,0.600996,0.638906
0.869940,0.703981,0.254415
0.824196,0.352740,0.362535
0.421721,0.813527,0.819630
0.854516,0.651270,0.438127
0.839511,0.432754,0.009440
0.104549,0.522707,0.904377
0.523966,0.417822,0.503870
0.927376,0.891075,0.744577
0.494987,0.325121,0.740803
0.040942,0.045410,0.109929
0.644573,0.733255,0.968577
0.285383,0.943971,0.460578
0.517698,0.275031,0.904885
0.251712,0.015722,0.083228
0.416971,0.473864,0.659124
0.191886,0.962539,0.213056
0.073728,0.532058,0.890356
0.601687,0.139561,0.968303
0.212827,0.653016,0.150809
0.467556,0.303811,0.068445
0.480112,0.579993,0.244176
0.979629,0.638276,0.430658
0.901617,0.617374,0.077349
0.452493,0.015851,0.925031
0.729380,0.553823,0.347595
0.366127,0.903487,0.223221
0.002633,0.841517,0.777556
0.179752,0.524047,0.417599
0.939048,0.283017,0.075100
0.052971,0.613677,0.033672
0.050774,0.423152,0.874089
0.366700,0.209163,0.105570
0.493127,0.827073,0.496980
0.166291,0.713467,0.650700
0.853836,0.401611,0.953462
0.475559,0.398529,0.109968
0.316594,0.145570,0.760121
0.845689,0.519983,0.113929
0.254351,0.477045,0.970846
0.200871,0.410797,0.559166
0.162232,0.363128,0.857654
0.450615,0.851266,0.036842
0.522761,0.561153,0.172904
0.898573,0.101832,0.558552
0.626581,0.095363,0.914663
0.694954,0.397733,0.146273
0.240277,0.032589,0.698193
0.924148,0.757289,0.730222
0.047824,0.074412,0.565774
0.184642,0.552016,0.674724
0.609784,0.598619,0.525803
0.003770,0.867917,0.910412
0.782170,0.411375,0.138783
0.388168,0.214870,0.971230
0.104940,0.422777,0.134666
0.464259,0.980714,0.637543
0.860701,0.109799,0.112122
0.006531,0.386440,0.770104
0.567590,0.265349,0.154900
0.262725,0.802588,0.604436
0.329616,0.031950,0.553264
0.192459,0.123739,0.945924
0.735384,0.817089,0.889025
0.139244,0.051490,0.714936
0.899277,0.420243,0.282410
0.873609,0.060033,0.329081
0.017639,0.439584,0.079489
0.643858,0.257032,0.666088
0.569095,0.907474,0.464217
0.861906,0.466662,0.644297
0.682930,0.450099,0.399392
0.154078,0.616520,0.518820
0.140861,0.730506,0.213424
0.251280,0.158240,0.969869
0.427797,0.376513,0.929642
0.170563,0.998010,0.221015
0.037002,0.542092,0.829364
0.057081,0.460489,0.486643
0.426704,0.920380,0.128266
0.777207,0.277404,0.504872
0.613091,0.198885,0.746655
0.769873,0.839233,0.570726
0.050816,0.452931,0.141434
0.560705,0.412344,0.991052
0.300363,0.739434,0.781764
0.552769,0.874862,0.422454
0.240204,0.925199,0.504259
0.639881,0.962189,0.567549
0.178601,0.430978,0.608574
0.692786,0.673267,0.028898
0.788046,0.984427,0.437729
